project_name,repository_url,commit_hash,parent_commit_hash,author,date,message,variability_bug,bug_probability,matched_features,files_changed,build_system_affected,impact_scope,feature_scope,json_source_file,repo_dir
lvgl,https://github.com/lvgl/lvgl,cb4da38e3ce0ffd67764f79e79c5e7677e3b3777,d151a6789fec0c804fb766558fdb3cb8bf5f3bf8,PeterB,2022-05-27,Fix(msgbox) correct msg_box button padding if LV_DPI_DEF is set to less\nthan 130,1,0.999690055847168,LV_DPI_DEF,src/extra/widgets/msgbox/lv_msgbox.c,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,f3a07a3e8a21f3f9f2c48a2803b8bd991968cb05,a06e11478e1c0fb68751f5ff92508e5acc6cfee2,Gabor Kiss-Vamosi,2022-07-04,fix(Kconfig): allow unchecking LV_CONF_SKIP\n\nfixes: #3441,1,0.9997349381446838,LV_CONF_SKIP,Kconfig,1,build system,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,f9eb73bfae6fdbda2e5b5475efe229359ab4e5d6,3812f6cc859881aa111f0c481ec30d8e7bb5cd62,_VIFEXTech,2022-09-09,fix(txt): append ')]}' to LV_TXT_BREAK_CHARS (#3675)\n\nCo-authored-by: pengyiqiang <pengyiqiang@xiaomi.com>,1,0.9993847608566284,LV_TXT_BREAK_CHARS,"Kconfig, lv_conf_template.h, src/lv_conf_internal.h",1,build system,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,9d027b354fe502f54e854e52a3d4c925aade612c,5f83566cfff7d9f100b00cb1ec1e689570de5714,Gabor Kiss-Vamosi,2022-10-24,fix(style): remove the reduntant define of LV_GRADIENT_MAX_STOPS\n\nfixes #3752,1,0.9995817542076112,LV_GRADIENT_MAX_STOPS,src/misc/lv_style.h,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,146598c6a679a23afaf06da8efe97845b4346376,4972efc3eeab32b83aa4faa4d471aab7dea71687,Leo Chung,2022-10-29,fix(benchmark): add missing LV_USE_DEMO_BENCHMARK (#3767)\n\nSigned-off-by: Leo Chung <gewalalb@gmail.com>,1,0.9995972514152528,LV_USE_DEMO_BENCHMARK,demos/benchmark/assets/img_benchmark_cogwheel_rgb565a8.c,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,699eca15428776767ad1c9769d2a9feb6561f004,26767e7f64ba1fc7d705ef859ce8a063ff184d3a,Mr.9You,2023-01-06,fix(Kconfig): Fix wrong type of LV_FS_STDIO_CACHE_SIZE (#3898),1,0.9997345805168152,LV_FS_STDIO_CACHE_SIZE,Kconfig,1,build system,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,7efd153402bdfe7c123805c3d4d67979f9a7ac01,a6880eb825489700467ada662b177de58cf7fa28,Gabor Kiss-Vamosi,2023-03-23,fix(refr): use of color struct with LV_USE_REFR_DEBUG,1,0.9997300505638124,LV_USE_REFR_DEBUG,src/core/lv_refr.c,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,ec2acbe091363d47ddd36718e2c96bae06e000d9,bfbc9503e48da76c6d26c145cda817a9e497f83d,Gabor Kiss-Vamosi,2023-05-29,feat(sdl): add LV_SDL_DIRECT_EXIT\n\nfixes #4250,1,0.99929940700531,LV_SDL_DIRECT_EXIT,"lv_conf_template.h, src/dev/sdl/lv_sdl_window.c, src/lv_conf_internal.h",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,4ff76dffa1a85ddc7eaa530e6d3389dcccb8f95e,4fe5933630d3300d3daff23c7814425fc57f7cab,faxe1008,2023-08-15,fix(kconfig): Change LV_CONF_SKIP default value (#4455)\n\nSigned-off-by: Fabian Blatz <fabianblatz@gmail.com>,1,0.9990895986557008,LV_CONF_SKIP,Kconfig,1,build system,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,efbd0a41e20acf44c06a663be5a64256ffdb70e3,b6c5ab395435e945f51e242481eb40c1d57270b4,Gabor Kiss-Vamosi,2023-08-27,fix(init): fix lv_init crash with LV_ENABLE_GLOBAL_CUSTOM,1,0.9997416138648988,LV_ENABLE_GLOBAL_CUSTOM,src/lv_init.c,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,235190d00a42e073fb6c75bef2e29b8f1cf12554,386250a336777910020013e076b70a1f78598d0a,Gabor Kiss-Vamosi,2023-11-06,fix(debug): fix LV_USE_PARALLEL_DRAW_DEBUG,1,0.999734342098236,LV_USE_PARALLEL_DRAW_DEBUG,"src/draw/sw/lv_draw_sw.c, src/draw/sw/lv_draw_sw_img.c",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,f9c98905b9a72c366cf9384b363c33587bb575ea,7ea8192208a43372a90c7bf449d6a09097d40c0c,Gabor Kiss-Vamosi,2023-11-14,fix(draw): make tests work with non default LV_DRAW_BUF_ALIGN,1,0.999733865261078,LV_DRAW_BUF_ALIGN,"src/stdlib/builtin/lv_mem_core_builtin.c, tests/src/lv_test_conf.h, tests/src/lv_test_init.c, tests/src/test_cases/draw/test_draw_vector.c, tests/src/test_cases/test_anim_timeline.c, tests/src/test_cases/test_bindings.c",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,c7bece7d98a11a6fd017f5da0dea272c81b29e30,b1d14987903fd1551872406fd473d818c378c007,Gabor Kiss-Vamosi,2024-01-15,fix(conf): mode LV_USE_SYSMON and LV_USE_PEFRF/MEM_MONITOR closer (#5314),1,0.9997265934944152,LV_USE_SYSMON,"Kconfig, lv_conf_template.h, src/core/lv_refr.c, src/lv_conf_internal.h, src/others/sysmon/lv_sysmon.c, src/others/sysmon/lv_sysmon.h",1,build system,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,33260fba35935d556e6b4e154d96f5abe0f1f4a2,4f3c5e0355fef482d5947769fd026c182f2847da,Gabor Kiss-Vamosi,2024-02-05,fix(sysmon): fix build error when LV_USE_PERF_MONITOR_LOG_MODE is enabled (#5597),1,0.9997414946556092,"LV_USE_PERF_MONITOR, LV_USE_PERF_MONITOR_LOG_MODE",src/others/sysmon/lv_sysmon.c,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,09ff66b3a457ea2fc7eccf01130e5fac4f58e5d4,baf7fedc824b1f70bb3237a391478c6dd3b1e772,_VIFEXTech,2024-02-16,fix(freetype): fix build break when disable LV_USE_FS_MEMFS (#5651)\n\nSigned-off-by: FASTSHIFT <vifextech@foxmail.com>,1,0.9997320771217346,LV_USE_FS_MEMFS,src/libs/freetype/lv_freetype.c,0,library core,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,616d52a01ba1c2f3f3a70c653f4934c23cbefac9,8a85a49801980f6507148a7814456f3bed03715c,Gabor Kiss-Vamosi,2024-02-20,fix(draw): fix compiler error when LV_DRAW_SW_COMPLEX is disabled (#5695),1,0.999740183353424,LV_DRAW_SW_COMPLEX,"src/draw/sw/lv_draw_sw_arc.c, src/draw/sw/lv_draw_sw_box_shadow.c, src/draw/sw/lv_draw_sw_mask_rect.c, tests/src/lv_test_conf.h",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,715dcf0e79cf1581dd211ca2c59aadb9cdf340ce,5a4f0247a00e456b1a68754e89ee259c822c6381,Gabor Kiss-Vamosi,2024-03-18,"fix(image): fix the image decoder if LV_BIN_DECODER_RAM_LOAD == 0 (#5892)\n\nSigned-off-by: Neo Xu <neo.xu1990@gmail.com>\nCo-authored-by: Neo Xu <neo.xu1990@gmail.com>",1,0.9997029900550842,LV_BIN_DECODER_RAM_LOAD,"src/libs/bin_decoder/lv_bin_decoder.c, tests/src/test_cases/draw/test_image_formats.c",0,library core,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,79b64c8bd8f2ee51df6954fe0e0b5fbf58ff85db,5894d538409106e34181c78891ea07c923a2abd7,Xu Xingliang,2024-04-22,"fix(draw_buf): use LV_ROUND_UP to align draw buffer address\n\nFrom test config lv_test_conf.h:\n\n/*Use non power of 2 to avoid the case when `malloc` returns aligned pointer by default, and use a large value be sure any issues will cause crash*/\n\#define LV_DRAW_BUF_ALIGN                       852\n\nWe need to support non-power-of-2 draw buffer alignement.\nIntroduce LV_ROUND_UP in lv_math.h and use it instead.\n\nSigned-off-by: Xu Xingliang <xuxingliang@xiaomi.com>",1,0.9997021555900574,LV_DRAW_BUF_ALIGN,"src/draw/lv_draw_buf.c, src/misc/lv_math.h",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,02524ff242a6c98ac125630b46df1cc54aa5276c,18dfa7b7ed8c4243fc40397cc0a5e3001c7aa4f3,lhdjply,2024-05-28,chore(example): fix build break caused by undefined LV_USE_DRAW_SW_COMPLEX_GRADIENTS (#6286),1,0.9997360110282898,"LV_USE_DRAW_SW, LV_USE_DRAW_SW_COMPLEX_GRADIENTS","examples/styles/lv_example_style_16.c, examples/styles/lv_example_style_17.c, examples/styles/lv_example_style_18.c",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,a2fb2808bac0ac1f1c7521fe4691b8e319feddfa,d19fb8fdc733bd94abb721ec2c316ab6206603c7,Fabian Blatz,2024-07-26,fix(kconfig): Do not set LV_CONF_SKIP by default (#6562),1,0.9997320771217346,LV_CONF_SKIP,"docs/porting/project.rst, scripts/lv_conf_internal_gen.py, src/lv_conf_internal.h",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,7d2e5e1ecf27eb546ea1d0afbda7af0b8b30a015,cc2138a6470f9c6da380abaef742a5e0ef9ca770,Liu Yi,2024-09-24,fix(draw): fix sw compile error when disable LV_DRAW_SW_COMPLEX (#6895)\n\nSigned-off-by: lhdjply <lhdjply@126.com>,1,0.999733030796051,LV_DRAW_SW_COMPLEX,src/draw/sw/lv_draw_sw_mask_private.h,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,e4849fecdd4043cad0965ca793668cff31c6a015,2601a26c7ff5b0651d42b2672406ea9b61ef3d72,Gleb Mazovetskiy,2024-09-30,chore(lv_conf_internal): avoid LV_CONF_SKIP redefinition warning (#6960),1,0.9973973035812378,LV_CONF_SKIP,"scripts/lv_conf_internal_gen.py, src/lv_conf_internal.h",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,d5759a092633d1e36300db7cab92a14032294cb3,bc5a040519016014784f71a3de5353bd870cb344,jeremy-baker,2024-11-21,fix(dave2d): required when using LVGL with LV_COLOR_DEPTH 32 (#7323),1,0.999729335308075,LV_COLOR_DEPTH,"src/draw/renesas/dave2d/lv_draw_dave2d.c, src/draw/renesas/dave2d/lv_draw_dave2d_utils.c, src/draw/renesas/dave2d/lv_draw_dave2d_utils.h",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,83ebd439fa68560be260b13c12a8c5e0c8b843ac,abb60a4ec6e645b67ae594227409ae64993b2102,bjsylvia,2024-12-20,fix(sysmon): fix crash when enable LV_USE_PERF_MONITOR and nuttx backend (#7483)\n\nSigned-off-by: bjsylvia <bjsylvia@163.com>,1,0.9997268319129944,LV_USE_PERF_MONITOR,src/others/sysmon/lv_sysmon.c,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,9ddde9e4bcd75a6e92c1e7f0cc14c36e9460c421,acb72e84911a7e6b493f2e349a423366b4fd8832,cristian-stoica,2025-01-15,fix(nxp): allow vglite build when LV_USE_DRAW_SW is disabled (#7596),1,0.9997320771217346,LV_USE_DRAW_SW,"demos/widgets/lv_demo_widgets.h, src/draw/nxp/pxp/lv_draw_pxp.h, src/draw/nxp/vglite/lv_draw_vglite.h, src/draw/nxp/vglite/lv_vglite_buf.h, src/draw/nxp/vglite/lv_vglite_matrix.h, src/draw/nxp/vglite/lv_vglite_path.h, src/draw/nxp/vglite/lv_vglite_utils.h",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,b9dd8b11729156e1f521cf74d2d1fb4543b39d99,0cd1f0ca39c351e13c0566e2b0aefc69eb56825a,Victor Wheeler,2025-01-23,fix(fs_win32):  fix inconsistency using LV_FS_WIN32_PATH... (#7608),1,0.9997360110282898,LV_FS_WIN32_PATH,"src/libs/fsdrv/lv_fs_stdio.c, src/libs/fsdrv/lv_fs_win32.c",0,library core,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,62857c4b713eebd424a5388212b7f07c074f18cb,65fdf0bc4a6f65f0f507ef7a6a26fc6f86efea3a,Tristan HAMEL,2025-03-14,fix(observer): fix lv_subject_notify_if_changed not defined when LV_USE_DROPDOWN = 0 (#7783),1,0.9997320771217346,LV_USE_DROPDOWN,src/others/observer/lv_observer.c,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,a0400e57badc8e987ef33fb046f707f55f14d836,5cd766d3462791c2c37b4651841c801306232693,Benign X,2025-03-26,fix(demo): add LV_USE_LOTTIE check for demo smartwatch (#8002),1,0.9993380904197692,LV_USE_LOTTIE,demos/smartwatch/lv_demo_smartwatch.h,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,049c0548e121523c95ccfb1fafab439e5241b7d1,cd36c9e002ea2d60a4c8f470bb72963862e0e3ce,Luke Lowrey,2025-04-28,fix(list): check that LV_USE_FLEX is enabled when using LV_LIST (#8139),1,0.9997387528419496,LV_USE_FLEX,"src/widgets/list/lv_list.h, src/widgets/menu/lv_menu.h",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,77200ba71adc70ee627fec6d63c7023769e8f0e7,94bdc2daa4f33c2b1fa821aca67d3bc47d97ec66,Cosmin-Daniel Radu,2025-05-16,fix(SW) build with LV_DRAW_SW_COMPLEX disabled (#8246)\n\nSigned-off-by: Cosmin-Daniel Radu <cosmin.radu_1@nxp.com>,1,0.9997147917747498,LV_DRAW_SW_COMPLEX,"src/draw/sw/lv_draw_sw_arc.c, src/draw/sw/lv_draw_sw_border.c, src/draw/sw/lv_draw_sw_box_shadow.c, src/draw/sw/lv_draw_sw_img.c, src/draw/sw/lv_draw_sw_line.c, src/draw/sw/lv_draw_sw_triangle.c",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,1d46a727bfefee665ba2c0af5a579141056d6710,c04a508d3501dd87847118abe87a823406a982c6,Victor Wheeler,2025-06-24,fix(lv_deinit): only call xml test call when both LV_USE_XML and LV_USE_TEST are enabled (#8482),1,0.9997362494468688,"LV_USE_TEST, LV_USE_XML",src/lv_init.c,0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,1e2261683e23fcb7e472a4baef3c4ebb2225d794,2ae31fa1a9c314775e082bd621c39e3ecd6725a1,Matej Jurišić,2025-06-27,fix(examples): wrap logging code with LV_USE_LOG to avoid unused variable warnings (#8377),1,0.999735414981842,LV_USE_LOG,"examples/styles/lv_example_style_19.c, examples/widgets/span/lv_example_span_1.c",0,other,other,lvgl.json,repos/lvgl
lvgl,https://github.com/lvgl/lvgl,5889dd51d631fe63cc4e095eaa421b92860ce800,f923a5606b8c0388ae790775b9b3c0bcf989f57f,VIFEX,2025-09-22,fix(vg_lite): fix build break after LV_USE_VECTOR_GRAPHIC is turned off (#8912)\n\nSigned-off-by: pengyiqiang <pengyiqiang@xiaomi.com>\nCo-authored-by: pengyiqiang <pengyiqiang@xiaomi.com>,1,0.9997182488441468,LV_USE_VECTOR_GRAPHIC,src/draw/vg_lite/lv_draw_vg_lite.c,0,other,other,lvgl.json,repos/lvgl
